probe,weight,jew_type,jew_weight,complexity,price
500,7,10,2,5,777586.1
585,2,2,3,3,132134.04
600,7,4,3,2,325392.42
700,8,7,5,4,1184626.1
500,2,3,10,5,714540.87
600,8,3,6,3,539657.74
585,3,6,6,4,705104.95
600,3,2,6,4,319604.76
585,6,9,8,3,1469855.72
700,5,7,1,4,516626.55
500,3,2,9,4,379045.35
585,2,7,3,5,493439.28
600,4,6,5,5,846701.32
585,5,1,5,4,351718.13
600,4,6,7,4,915624.86
585,3,7,9,2,851104.34
585,5,10,3,3,582733.75
600,6,8,7,4,1413568.51
585,8,9,6,5,1906523.31
700,6,5,10,4,1413607.91
700,9,10,6,2,1149998.99
500,9,2,8,3,456385.82
585,8,7,6,3,875808.33
500,2,3,6,4,293632.64
585,7,1,7,5,658066.76
700,2,10,5,1,491866.41
600,5,6,10,3,1150619.31
500,6,4,9,5,1064214.47
585,7,4,5,1,292977.19
500,7,6,2,4,433702.61
500,4,5,6,5,749023.39
500,9,5,7,4,898675.43
585,8,4,8,3,720063.2
700,4,9,7,4,1598729.11
500,6,2,5,1,164592.89
600,3,3,1,2,129604.79
585,1,8,2,3,205162.45
700,1,8,6,5,1181749.7
700,10,10,5,4,1748589.77
500,3,3,3,4,209947.82
700,4,1,6,4,411167.68
585,2,9,5,4,880876.04
600,2,8,3,5,581264.05
500,8,10,6,4,1529713.71
600,8,1,8,4,612424.89
700,1,8,6,1,414701.41
585,5,5,9,1,483473.53
700,4,3,6,2,321603.88
600,8,7,10,5,2593243.76
500,9,9,6,5,1797611.13
700,5,1,1,2,256154.61
585,4,2,1,2,152337.79
585,2,8,10,4,1969982.79
585,7,2,1,2,255562.83
600,7,3,7,2,412448.16
600,8,6,3,1,320526.04
700,3,1,5,4,309773.21
700,4,3,5,4,494890.69
500,9,9,4,4,947938.05
500,8,10,7,3,1419519.64
500,3,8,3,4,451771.24
585,5,2,3,3,266731.49
585,1,7,4,1,199530.4
700,1,2,6,1,99562.93
585,8,4,10,4,1138810.93
600,4,3,9,4,637412.34
700,6,5,1,4,562343.61
585,7,4,10,4,1078735.87
500,8,8,5,1,444382.41
500,1,6,8,3,668383.87
600,8,1,5,2,326756.13
600,4,3,2,3,232126.96
500,2,7,1,2,107291.46
500,9,6,10,5,2043080.65
700,9,3,4,2,518374.8
700,5,6,1,3,382226.27
600,9,6,4,1,389604.77
585,10,6,4,2,523559.02
585,7,10,3,5,1136742.77
585,7,6,4,3,545317.18
500,1,10,3,1,232893.69
600,10,5,4,1,385577.32
700,1,10,1,1,116992.53
700,2,3,6,5,487048.28
700,8,9,9,5,3322314.93
700,9,5,9,5,1975570.13
500,6,4,3,5,487236.03
600,8,9,8,1,934097.89
600,2,5,7,1,290141.13
700,9,8,5,1,633678.62
700,4,10,3,4,801585.02
585,9,6,5,4,933448.61
700,6,4,9,2,631091.84
585,7,4,2,3,375833.58
500,8,5,1,2,238766.99
585,9,1,2,2,326254.86
700,10,2,3,1,407772.48
700,6,1,9,3,497097.34
600,6,7,7,4,1215954.24
585,1,6,6,3,451751.87
585,2,6,8,3,725939.15
700,8,2,9,3,711254.29
600,5,5,1,1,168967.46
585,2,6,4,3,319726.1
585,10,2,6,4,720282.3
700,3,2,9,1,230225.22
500,5,3,4,1,152174.4
585,5,5,1,5,457445.06
500,4,1,4,3,166855.97
585,8,6,8,2,766329.04
700,10,9,6,5,2388872.71
500,4,7,5,3,525459.4
600,2,7,8,3,898908.53
585,5,9,3,4,685217.22
585,1,4,7,3,334978.77
585,4,4,7,1,279970.28
700,8,10,6,1,846345.3
585,1,5,3,5,282192.26
700,2,10,10,1,1292473.45
585,8,2,1,1,223238.5
700,4,5,3,1,226874.54
585,4,7,8,2,757520.63
500,7,1,1,3,241448.87
500,6,3,10,1,330133.24
700,2,10,7,5,2169141.67
500,6,2,9,2,302114.91
585,10,2,6,3,555553.93
585,6,2,6,2,289182.59
500,8,7,9,1,731788.87
500,10,7,3,4,691046.7
600,4,9,10,3,1915422.03
600,2,4,3,3,186848.19
500,1,1,7,3,106730.84
500,3,3,4,1,113954.77
600,5,9,5,3,825955.23
700,5,1,4,5,603112.0
585,7,2,2,1,204065.59
700,5,6,7,3,837704.2
500,1,5,2,5,189247.35
600,1,1,8,1,83352.49
500,10,9,4,2,587871.28
585,3,4,9,3,569051.07
585,8,5,7,1,447338.83
700,7,9,1,4,730392.5
700,10,2,9,1,497442.76
585,1,7,6,4,727270.5
500,4,2,9,5,548144.98
600,7,10,9,5,3476713.95
700,8,10,5,5,2055700.29
500,6,9,8,3,1396729.95
500,1,10,9,4,2285479.57
700,6,4,7,4,881415.72
700,1,9,8,4,1641948.14
500,8,6,1,2,249473.0
600,6,2,1,3,302033.8
585,5,7,2,1,211405.58
585,9,6,7,3,920680.15
500,5,2,6,5,451685.94
585,2,9,2,2,218966.91
600,9,7,9,2,1077048.61
585,1,3,9,3,345393.52
500,4,2,8,4,378422.76
585,10,10,2,3,680818.63
500,10,6,8,5,1628386.78
700,9,10,5,2,985477.84
585,10,10,2,4,885656.92
700,6,7,4,1,402073.24
585,5,4,2,2,219749.04
600,3,3,9,4,576253.99
500,6,6,7,3,711965.93
585,2,1,4,3,125147.18
600,3,7,5,4,697316.45
600,7,1,6,3,390505.09
585,3,5,9,3,723373.23
700,7,5,10,1,682118.8
700,7,10,8,3,1879436.63
500,8,5,3,1,229045.71
585,7,8,4,5,1136976.77
500,2,2,3,4,138523.25
600,9,7,10,1,937474.95
700,9,2,7,4,925485.04
500,2,10,6,1,579677.31
700,2,9,6,2,689687.75
500,10,6,9,3,1096794.75
500,8,6,3,1,251875.32
600,7,3,2,1,222876.26
700,8,2,6,3,620924.0
600,7,8,4,2,531098.61
585,6,8,9,4,1910436.04
600,3,1,6,1,119028.93
585,9,6,7,3,920434.15
700,8,7,8,5,2228793.12
600,9,7,3,5,1061973.18
585,10,8,9,1,977563.93
700,5,8,2,2,373230.49
700,9,2,1,5,1009834.6
700,5,3,7,3,524461.09
585,1,9,7,5,1717390.71
600,8,2,5,4,597159.86
700,8,4,7,5,1363105.44
600,5,8,3,4,633006.34
500,3,1,2,3,115441.53
500,2,8,1,1,94168.46
585,1,7,4,3,335385.77
700,10,6,1,5,1189882.11
585,4,5,2,3,259668.58
600,7,7,6,4,1100632.93
585,4,6,4,1,244411.42
600,2,5,1,5,236990.79
500,3,3,4,2,146257.91
500,8,10,7,1,839932.58
600,10,7,1,5,926625.83
500,3,8,9,3,1297626.89
500,7,8,2,2,302115.01
585,6,4,9,3,704468.52
600,5,3,6,4,515494.3
500,6,9,10,3,1923567.59
700,5,1,6,5,643774.09
585,9,6,9,4,1524746.22
500,1,1,8,1,74802.15
700,7,1,7,4,683947.48
600,10,9,3,1,459650.42
600,9,7,3,2,485652.45
700,8,10,1,1,383132.07
600,7,5,2,2,318030.95
700,3,8,9,3,1392446.67
700,6,7,5,3,783210.67
700,9,2,8,1,438857.53
500,10,5,4,1,300493.92
585,9,2,2,3,433628.29
600,2,3,10,4,587595.88
585,6,10,5,3,969843.77
585,8,2,7,4,637145.35
500,5,1,8,3,255717.19
600,7,2,2,3,359216.16
500,3,6,2,3,203068.83
585,7,3,1,2,261223.44
600,2,4,8,1,268233.68
585,8,7,6,5,1479182.31
700,2,9,5,3,716653.35
585,10,4,9,1,522983.98
600,8,1,8,1,278779.05
500,1,5,10,1,433463.57
585,7,9,10,1,1208771.28
700,10,5,8,5,1912950.77
600,10,5,7,2,669943.14
600,3,5,2,4,287475.08
700,4,8,10,5,2845380.68
700,7,8,6,1,645121.88
700,6,3,6,4,711804.3
600,6,5,6,5,1008094.45
585,10,4,10,4,1254509.05
700,2,9,9,4,2052768.85
700,1,8,7,1,513581.68
600,2,9,2,4,374654.38
585,4,8,1,1,162388.34
585,5,1,4,1,154933.99
600,6,6,7,4,1039092.58
600,4,3,6,4,454555.94
500,4,6,6,3,539965.47
585,2,9,9,1,911452.11
600,2,10,9,5,3075840.14
700,9,3,4,3,673355.94
585,1,1,7,2,92946.46
500,3,8,7,4,1172467.06
700,1,4,2,4,159707.29
700,3,9,5,2,602259.33
500,1,8,10,5,2464782.7
585,10,4,6,2,523746.02
585,9,2,8,2,437116.6
500,2,1,7,1,83391.81
700,3,6,9,3,961949.05
600,3,6,9,1,540262.91
585,9,3,10,1,453402.0
600,5,10,5,2,721396.16
585,5,6,9,3,993268.29
585,5,1,8,1,188070.97
700,10,10,1,5,1310245.95
600,6,9,8,5,2506629.55
600,3,8,3,4,508115.63
700,8,1,10,1,383507.07
585,10,3,3,4,669753.75
600,1,8,3,2,228336.03
500,7,7,9,2,924967.82
500,5,7,9,1,673289.93
500,1,4,2,1,55322.29
500,5,5,4,4,443185.08
500,2,8,10,1,883826.13
700,1,10,6,4,1271376.69
700,4,3,8,1,301367.99
500,3,8,7,4,1171725.06
500,4,1,1,2,109477.62
585,2,10,1,5,372126.08
700,7,10,3,3,809488.63
700,2,9,6,3,896624.77
600,3,3,4,4,302614.11
500,6,8,2,2,276585.5
700,3,6,10,3,1107807.71
700,4,2,3,5,505996.28
585,5,7,9,3,1197557.97
500,7,2,2,4,334088.85
500,3,4,7,5,657273.3
600,1,3,7,4,324623.45
700,2,5,6,1,262033.27
500,3,4,2,1,94960.91
585,10,6,9,4,1585160.28
500,4,5,7,3,526401.4
585,8,4,4,5,829142.56
700,6,9,6,4,1501857.46
500,5,2,10,1,234028.47
585,4,9,3,1,285426.42
500,7,8,6,3,865828.0
700,5,10,8,2,1346928.36
585,1,1,8,5,229452.13
700,8,8,5,1,593836.55
700,3,7,5,3,588923.83
585,6,6,2,1,222592.6
585,8,8,7,2,895966.68
600,3,2,7,1,161227.41
600,3,5,7,4,698465.45
585,1,6,7,1,332337.45
700,5,6,6,5,1233604.22
585,8,5,2,2,339955.04
585,10,2,3,2,379569.75
585,1,1,1,4,70187.86
700,5,9,6,1,646001.34
600,8,8,1,5,794910.55
600,4,7,5,4,759552.81
585,1,1,7,1,71808.82
585,10,10,1,1,344290.71
500,3,4,3,2,145961.91
700,6,2,2,2,320279.48
500,1,1,1,2,32761.11
600,6,4,4,4,539018.99
585,9,5,4,3,582831.56
600,8,8,3,4,817580.41
700,1,2,7,4,251661.32
700,3,2,7,2,249937.49
500,3,4,6,4,425927.99
700,5,5,9,5,1539309.31
600,1,4,4,2,136867.84
500,3,6,9,2,666834.05
585,8,2,9,5,935599.3
585,10,5,4,3,626856.38
600,10,6,8,3,1109873.41
700,8,7,7,2,899243.87
585,4,8,6,1,483535.84
600,6,3,1,1,183661.86
700,6,8,8,1,815996.18
600,7,4,8,5,1164855.15
700,3,10,5,1,530508.49
585,3,1,4,1,100319.74
600,1,6,9,3,815304.1
500,6,10,8,4,2110994.03
585,8,3,5,3,484209.4
700,6,7,7,2,800343.67
500,2,9,10,3,1791288.18
585,5,9,6,3,993651.29
600,2,2,6,4,257257.4
500,1,10,7,5,2008129.09
700,4,1,6,4,412695.68
700,10,8,4,1,594160.15
700,10,2,10,3,876645.27
600,5,3,3,1,179112.92
600,6,6,4,5,868068.67
585,4,8,4,5,909068.54
600,9,10,5,4,1464169.33
600,3,9,10,5,3154949.7
500,2,10,5,2,589230.44
500,9,10,5,2,767901.97
500,3,8,10,3,1525463.73
600,8,3,6,5,912046.37
585,5,7,2,2,274661.76
585,5,7,8,4,1337508.68
600,9,6,8,5,1794702.56
585,3,5,10,4,1084327.31
585,3,7,5,3,529248.44
700,8,10,3,1,518014.99
600,2,6,10,4,1310525.94
700,9,9,10,2,1775079.38
500,8,1,4,4,385904.7
585,3,10,8,2,1202370.4
600,4,8,9,1,822822.29
600,5,9,10,3,1962189.91
700,8,1,6,3,576678.11
500,3,5,7,1,293659.76
700,7,1,9,4,729212.5
700,8,2,3,2,429816.42
500,3,4,8,1,270248.31
700,4,1,10,3,387712.32
700,8,7,7,5,1973283.46
585,7,6,1,1,222320.36
700,1,8,6,5,1181087.7
700,2,8,5,5,1039408.15
700,6,6,2,3,490047.44
600,8,4,8,5,1245237.72
585,8,6,8,3,996416.05
600,7,4,8,4,895996.66
700,3,1,9,3,302599.49
600,2,3,4,2,143947.69
585,6,9,4,4,913147.37
500,1,8,10,1,865004.82
700,6,2,8,4,711709.3
600,2,6,9,1,511471.26
585,10,6,10,5,2304387.99
500,2,5,2,3,144761.03
700,10,4,5,1,486666.58
600,3,5,1,1,112387.15
600,9,1,9,5,905158.69
700,7,8,2,2,470754.69
600,10,5,2,5,935682.14
600,9,1,10,3,558251.2
700,6,1,5,3,433405.24
600,10,8,4,3,832813.56
500,3,4,1,3,133841.61
585,10,6,7,5,1632107.47
585,7,3,9,5,1042016.85
700,4,4,4,3,387878.32
500,4,6,1,4,247457.07
700,5,9,5,3,911975.19
600,4,10,1,1,189411.06
600,2,7,3,4,385070.81
600,2,9,9,5,2610451.43
585,8,5,1,5,684974.3
500,4,6,6,3,538837.47
700,9,5,6,4,1160889.23
600,10,8,6,3,1108999.41
700,9,1,9,3,691217.18
585,8,10,2,1,349915.92
500,7,10,1,5,607820.72
585,3,1,9,4,318048.43
585,5,9,6,3,994272.29
600,10,8,3,3,724702.94
700,10,2,7,5,1310196.95
585,6,6,9,3,1039020.11
500,4,4,4,4,340330.1
500,9,3,9,1,355504.71
700,1,9,5,5,1102143.5
585,3,7,1,2,162168.49
700,3,5,3,3,316913.71
585,3,1,5,1,108456.08
500,2,7,4,4,462035.06
500,9,2,2,4,419778.97
500,8,1,9,5,629314.25
700,6,3,5,4,663434.62
600,1,2,3,4,114538.49
700,3,3,3,4,334673.53
600,10,3,7,3,676824.58
500,7,7,7,5,1489268.64
600,6,1,7,2,277473.32
600,4,4,5,3,366367.77
700,8,2,3,4,726424.84
600,7,10,6,4,1619637.72
700,6,4,4,5,874413.14
700,1,2,9,1,153837.07
585,1,9,4,1,283106.35
585,4,9,3,4,625640.16
700,3,9,8,4,1809727.07
500,4,2,6,4,304214.93
585,9,10,3,4,992558.72
500,6,7,4,5,823262.79
585,9,4,7,1,413526.4
500,10,5,8,3,815387.03
585,3,10,7,5,2180608.5
700,8,5,3,3,640765.11
500,4,4,4,3,262089.62
585,7,2,7,5,752423.48
585,9,6,1,5,784975.79
600,4,7,9,2,894306.88
585,10,1,4,2,373454.55
700,5,9,1,5,729799.64
585,6,9,8,5,2481346.65
700,1,4,10,4,753041.91
500,5,5,4,3,341459.99
585,2,1,4,4,160255.34
700,2,1,7,3,202366.05
500,8,4,7,5,935094.44
700,5,3,9,4,810488.24
700,2,3,7,3,331233.25
700,6,4,4,5,874639.14
500,9,4,5,5,797672.12
585,1,1,2,3,61233.28
600,7,2,6,3,436066.99
585,9,3,3,3,469783.61
700,10,10,6,1,924296.46
600,4,2,6,3,293051.32
585,7,8,6,2,731290.03
585,9,9,9,2,1427770.13
700,6,2,4,5,753703.3
600,4,1,9,1,177965.53
600,5,1,2,3,252697.91
500,1,7,2,5,273369.75
600,2,3,4,5,312710.18
600,1,1,6,5,178052.64
600,5,1,4,2,210075.15
700,4,4,4,1,230135.76
500,5,1,4,5,334900.12
585,6,8,4,5,1062237.7
585,8,1,5,1,240947.2
600,7,6,3,4,640560.01
585,8,7,10,2,1167267.33
600,9,10,5,3,1127709.87
700,10,3,10,3,1004420.47
585,3,5,3,4,335796.02
500,7,3,2,5,458107.27
500,3,9,10,4,2371491.69
585,6,9,10,5,3371300.49
585,3,2,1,4,196647.39
500,10,6,8,1,571208.44
585,2,4,7,2,294000.83
700,7,2,2,5,809495.12
500,5,5,6,5,803945.22
585,2,3,9,4,508731.04
700,4,6,1,2,244243.37
600,2,3,9,2,305919.99
600,7,8,6,1,573330.89
585,7,5,7,2,546556.77
600,7,1,5,5,637330.6
585,2,5,9,2,523356.55
585,5,2,2,4,328227.23
500,5,9,3,3,465474.48
700,8,3,9,5,1380607.92
500,8,1,8,1,211336.33
500,6,9,9,1,976213.72
500,9,4,10,5,1369238.13
585,7,3,4,1,242583.22
500,9,1,9,2,312584.34
600,5,9,10,1,1162453.16
585,3,4,7,4,552874.12
500,6,10,3,3,555153.79
585,7,10,9,3,2041686.18
600,9,6,4,2,505093.21
700,3,4,9,2,482911.04
585,6,2,10,3,500071.37
600,4,4,3,5,472492.3
500,8,2,6,3,367372.6
585,5,3,5,4,452632.14
700,5,3,6,5,814975.89
600,2,7,7,5,1258159.96
700,3,1,1,2,157499.41
700,2,3,3,1,115443.82
600,9,7,6,1,558339.68
500,10,4,9,4,990525.61
600,1,6,10,2,738883.74
600,10,7,6,2,761610.22
585,10,7,3,3,653344.85
500,1,2,8,5,324364.7
600,4,3,10,2,421735.17
700,10,1,7,2,555394.45
700,6,3,1,5,694970.23
600,1,5,6,1,214572.77
600,1,2,9,5,406815.23
700,8,8,1,5,1026805.68
700,4,8,8,4,1624134.1
500,9,7,6,3,810648.99
585,1,8,5,2,410073.62
700,6,2,3,1,254926.17
700,2,2,10,4,466208.24
500,7,9,8,4,1858615.6
700,1,5,7,4,596360.85
600,6,7,3,5,821007.5
600,9,1,3,5,762454.07
700,6,2,1,2,310638.34
600,5,3,8,3,487573.49
585,4,9,10,2,1466290.03
500,10,3,8,2,445254.91
500,10,7,6,3,843403.34
585,10,10,9,2,1675776.1
700,3,4,4,1,193346.69
500,10,6,2,3,433489.3
700,1,9,6,1,493856.03
585,4,3,7,4,496640.34
600,1,10,10,2,1616688.22
700,5,6,10,4,1606323.55
700,1,8,1,2,121026.0
700,6,1,7,2,354742.05
700,10,7,1,2,554273.45
585,3,4,4,5,447258.16
500,9,5,8,5,1322671.2
700,3,5,5,1,257325.01
585,2,7,10,3,1245878.43
585,5,3,6,1,229823.96
585,6,5,10,3,970781.77
700,9,9,1,2,532917.21
600,3,10,8,4,2039165.74
585,2,8,2,3,249896.26
600,7,10,10,2,1835885.1
585,5,8,10,3,1652888.75
600,9,5,3,4,714535.04
500,4,10,2,3,361027.88
700,1,8,1,5,262269.26
600,2,4,10,4,791480.15
585,6,3,6,4,560179.89
600,10,7,4,1,453733.28
585,9,2,6,3,510174.11
700,7,1,8,3,542664.38
500,8,10,5,2,741004.46
585,6,5,8,3,758163.39
600,9,1,5,2,364713.27
500,7,2,3,4,353567.05
585,4,7,8,3,983269.02
585,6,8,7,2,826296.65
600,6,2,3,2,252493.49
600,4,8,2,1,208328.44
500,10,10,5,4,1337278.73
585,7,4,7,3,606481.66
500,9,2,3,2,260856.15
585,10,7,6,3,966389.96
700,3,7,6,1,420957.05
600,1,8,9,4,1620237.03
700,2,10,8,2,1197602.56
600,3,10,7,1,768880.05
500,6,2,9,1,232631.85
700,2,6,2,1,138032.01
500,5,5,2,4,316403.82
500,6,10,3,2,428859.61
600,3,1,9,2,195157.25
585,6,4,10,3,786481.7
700,6,8,1,1,284026.31
585,6,4,10,5,1326476.15
600,6,1,3,3,308683.19
600,6,2,4,5,578846.45
500,6,10,5,4,1165483.49
700,7,1,6,3,511778.83
700,1,3,3,3,128522.54
600,2,6,8,2,561008.23
600,9,6,5,1,438852.97
500,3,10,9,5,3082071.5
600,1,2,10,4,360143.66
500,2,10,3,5,715106.87
600,9,2,10,5,1109824.36
600,2,10,8,1,900791.81
585,8,3,10,5,1213038.85
500,3,10,6,4,1315508.91
500,3,6,10,4,1315635.91
700,9,4,6,5,1369164.13
500,5,2,4,1,132446.53
500,2,7,2,1,117582.08
585,2,9,9,3,1539594.65
585,1,10,8,2,1132265.37
500,8,5,9,4,1107027.4
600,1,8,4,3,405759.56
600,4,7,10,4,1749172.17
500,4,9,3,3,433497.12
600,2,8,2,4,331507.23
585,4,3,9,2,371302.75
585,7,3,9,1,365393.3
585,2,7,6,5,1020840.83
700,3,2,9,2,297981.69
600,9,4,3,3,518746.42
585,5,3,3,4,375538.45
500,3,4,3,4,246708.72
500,10,8,4,4,894337.77
585,4,5,1,4,294012.07
700,7,6,6,1,508579.95
585,1,3,9,3,345862.52
700,3,4,6,2,326942.7
600,1,6,10,3,960730.76
500,8,5,6,3,575042.11
700,5,6,9,4,1418318.99
585,6,5,2,3,351084.22
585,9,1,4,4,571991.77
600,6,2,7,3,414080.53
500,2,2,3,5,180794.13
600,10,9,1,5,986169.25
500,5,5,3,4,374632.64
500,8,3,8,5,866430.56
700,10,3,7,1,502830.42
500,1,4,6,2,202614.4
500,2,4,10,1,344341.44
700,9,3,5,1,417909.93
600,5,4,3,3,328757.86
700,9,10,1,2,548562.09
585,1,4,3,5,228442.13
500,6,9,4,3,630828.74
585,9,8,8,4,1815906.79
500,4,1,2,3,148396.88
585,2,2,6,1,114750.1
500,5,1,1,3,174879.16
700,3,9,5,2,601605.33
600,9,6,6,1,495023.27
500,7,4,7,3,521272.43
600,2,10,8,3,1520765.45
700,2,6,8,5,1290908.9
500,1,9,8,4,1601078.23
500,8,8,2,4,549699.0
585,9,2,5,3,486622.67
500,10,1,3,4,460265.61
500,9,1,5,5,576296.12
700,2,2,6,2,179223.71
600,1,10,3,1,240158.03
700,1,2,8,2,173610.08
500,3,1,5,1,86124.13
500,5,8,5,5,1100520.88
600,4,6,2,5,494738.05
600,2,10,7,3,1251079.58
700,5,5,4,2,383937.86
500,2,9,8,5,2135970.83
500,7,9,2,3,423401.53
585,5,8,10,2,1270647.42
500,4,2,4,2,146966.99
500,2,8,1,2,120884.4
600,8,2,9,3,573087.16
600,6,1,8,3,375147.75
500,5,3,8,5,697726.07
600,6,6,4,4,668751.44
600,1,1,5,4,121235.18
500,8,7,10,3,1419909.64
500,4,2,1,3,148463.88
700,6,3,3,2,347929.57
700,10,6,2,4,974442.33
500,9,3,6,2,352629.01
585,5,3,10,4,758691.47
600,3,10,4,2,506097.21
585,10,10,2,1,404568.17
600,8,3,7,3,581139.8
700,9,10,4,1,649329.52
700,10,3,3,4,922497.78
500,9,6,1,5,599143.53
500,9,10,3,5,1105090.67
585,1,4,4,4,226977.92
600,4,1,5,2,181956.55
585,10,5,9,5,1754911.09
700,1,4,7,1,211759.85
600,6,4,10,5,1349508.05
600,6,10,10,5,3950398.07
500,7,10,7,2,1067514.75
585,2,6,4,4,415007.43
600,5,4,10,1,446184.07
585,4,7,3,5,645802.44
600,4,7,7,5,1419496.09
585,5,8,6,5,1453633.9
700,8,8,3,3,766225.29
700,2,7,4,2,323756.01
585,10,8,9,2,1270645.91
585,4,6,5,1,291894.62
500,5,8,9,3,1363509.6
500,9,6,5,3,608236.46
585,2,4,10,1,358161.07
700,8,4,8,4,1136737.88
700,5,3,7,5,885558.14
700,4,10,10,1,1368002.6
600,1,2,4,4,137017.18
600,9,6,1,3,486667.87
700,10,3,10,1,594045.15
585,1,7,4,1,199839.4
700,6,7,6,1,534037.28
500,7,5,2,5,522555.32
500,2,4,6,4,383124.43
500,3,8,10,1,902618.44
585,7,9,2,2,391992.97
500,5,8,8,3,1155045.96
585,1,9,5,1,375727.03
600,5,7,7,3,889018.83
600,1,4,4,4,231326.22
500,10,5,3,5,763440.47
500,8,7,2,5,663854.55
700,8,6,8,2,886466.74
600,10,3,7,5,1142899.75
500,2,3,6,1,135082.45
500,5,7,2,3,294458.97
700,9,7,7,4,1601024.28
700,1,5,4,1,143157.89
700,6,8,9,3,1587420.51
700,6,7,9,1,804760.85
600,3,4,9,5,970660.19
500,10,8,6,2,743324.97
600,3,5,9,1,433165.36
585,5,6,4,2,351080.96
585,10,9,1,4,728246.86
600,2,4,5,5,456861.79
700,1,8,7,2,667745.18
600,2,7,3,2,228237.44
600,6,10,2,5,867809.67
700,10,7,6,1,686815.59
700,6,4,4,2,399070.29
600,1,3,9,1,207830.57
600,3,4,5,3,318170.88
585,2,8,4,5,755356.38
500,1,10,9,5,2970511.84
500,1,6,7,4,712293.0
700,3,6,1,1,150213.21
600,1,10,9,4,2304381.37
700,8,7,8,4,1714560.09
500,7,7,7,3,881105.87
700,8,7,2,4,841460.57
500,3,3,3,1,97654.6
700,5,9,5,4,1184466.24
585,6,2,9,5,783832.15
585,8,4,4,2,378658.79
500,8,5,8,4,975331.82
585,5,1,7,4,389422.54
700,2,9,1,2,183735.01
700,1,10,6,2,752181.19
600,9,5,10,2,866580.75
700,7,5,8,5,1586209.16
500,5,3,5,2,221020.42
600,2,8,7,3,897157.53
500,1,5,5,3,272663.71
500,1,10,5,5,1237476.5
585,9,2,3,2,344823.73
600,2,10,4,3,608692.58
600,6,9,9,2,1335726.89
585,9,6,7,5,1554547.39
500,6,6,4,3,427198.59
700,4,9,9,2,1314063.42
600,4,1,1,2,153582.19
600,4,8,5,1,401369.53
585,5,7,1,3,300571.57
700,10,6,5,1,567317.89
600,5,7,9,1,716164.64
700,2,2,8,5,486925.28
500,7,4,2,2,222985.5
500,7,4,6,5,777992.1
700,1,2,4,3,124156.15
500,8,8,6,4,1168562.56
600,2,3,6,1,152209.13
600,6,3,9,3,585051.04
500,5,9,1,5,462584.77
700,7,3,8,3,701876.01
600,5,6,3,1,236721.09
700,8,4,5,5,1170397.29
600,5,4,9,5,1131559.32
585,10,4,4,4,754944.47
585,8,10,2,5,997380.94
500,10,5,9,2,706868.56
600,5,3,3,3,301579.71
585,5,6,7,5,1249043.07
500,5,7,3,2,282468.66
585,1,7,2,5,295747.0
500,7,5,10,3,930416.35
700,2,7,4,3,420354.51
700,10,8,3,3,895664.85
600,9,2,9,1,368211.84
500,10,8,5,4,1059764.94
600,9,5,6,5,1249001.14
700,7,4,9,3,884812.58
585,7,8,4,3,674392.38
700,10,4,4,5,1311157.95
700,4,2,9,2,348302.29
700,7,1,2,2,360730.94
500,2,6,9,4,1082977.79
700,2,10,8,1,921143.66
700,9,2,9,3,774149.57
585,7,7,5,3,709572.7
700,7,4,6,5,1151193.72
500,6,5,1,1,143959.06
600,8,7,4,5,1132213.32
585,7,1,5,1,214888.58
585,1,6,6,4,586346.83
585,6,10,6,1,702586.44
585,8,3,9,2,509789.8
585,1,7,7,2,535754.08
600,3,8,8,1,671798.66
700,4,3,5,5,643072.0
500,5,6,5,5,804330.22
500,6,4,4,1,195431.32
500,6,6,6,2,466016.06
500,4,9,10,3,1857530.89
600,9,9,2,3,621754.05
500,2,8,9,4,1643012.79
600,9,6,2,1,314319.71
700,4,3,6,2,322727.88
700,2,10,6,4,1354774.16
585,8,2,5,3,440535.85
600,4,5,5,5,724622.21
600,3,6,7,1,389998.77
600,7,2,4,4,508273.32
700,9,8,6,2,936587.34
500,7,8,2,2,300704.01
700,9,9,8,2,1370673.19
600,7,9,5,3,921283.01
700,5,3,6,2,371790.49
700,8,10,7,5,2825262.89
700,6,9,3,4,894828.7
500,8,4,2,1,191961.46
585,1,2,2,4,94360.98
585,10,7,3,2,502763.27
585,2,4,6,1,191073.17
600,1,2,6,2,115824.66
500,4,8,6,5,1295376.81
500,6,7,2,5,553062.89
585,7,1,2,4,430838.64
600,7,7,9,1,773162.94
600,6,10,10,2,1798762.95
500,2,7,10,1,724009.72
700,10,10,2,5,1478731.33
700,2,7,9,3,1100431.45
585,2,1,4,2,96436.45
700,4,2,7,3,389510.32
585,6,1,8,1,215592.59
500,6,8,3,2,344294.9
600,1,7,7,5,1179670.4
500,7,5,4,5,687410.47
600,4,10,8,4,2100223.09
585,8,6,8,1,590055.34
500,1,6,7,1,325136.13
500,5,5,1,2,162772.48
500,3,5,8,1,348244.86
700,7,4,8,4,1052052.42
600,10,7,4,5,1291488.44
585,9,10,3,1,453368.0
585,5,5,1,3,272025.64
700,10,10,6,3,1559711.67
500,5,10,6,2,829426.11
600,4,5,5,4,557941.78
700,4,8,1,1,207911.15
585,3,5,2,1,127698.9
500,3,5,5,1,200326.71
600,2,7,4,5,650485.94
585,7,4,7,1,359695.15
585,9,2,1,3,421775.81
585,9,8,2,5,955674.59
700,7,10,9,3,2177462.43
500,9,3,7,1,295975.44
585,8,4,2,5,707801.71
585,7,3,3,4,493901.57
500,3,3,5,3,221859.94
